source,source_type,allsides_rate,community_rate,community_total,community_agree,community_disagree,community_agree_prop,source_type_n,select,twitter_handle_manual,twitter_id,twitter_screen_name,twitter_followers_count,twitter_friends_count,url
Breitbart News,news,right,absolutely agree,45914,35369,10545,0.770331489306094,1,1.0,BreitbartNews,457984599.0,BreitbartNews,1497430.0,112.0,https://www.breitbart.com/
Fox News (Opinion),news,right,absolutely agree,28853,23373,5480,0.8100717429730011,2,1.0,FoxNewsOpinion,107125748.0,FoxNewsOpinion,141049.0,305.0,https://www.foxnews.com/opinion
National Review,news,right,strongly agree,23896,16937,6959,0.7087797120857047,3,1.0,NRO,19417492.0,NRO,325642.0,1364.0,https://www.nationalreview.com/
Townhall,news,right,somewhat disagree,23463,9514,13949,0.405489494097089,4,1.0,townhallcom,28614262.0,townhallcom,167819.0,1062.0,https://townhall.com/
Daily Mail,news,right,agree,15272,9790,5482,0.641042430591933,5,1.0,DailyMail,380285402.0,DailyMail,323720.0,1819.0,https://www.dailymail.co.uk/
The American Spectator,news,right,strongly agree,15087,11210,3877,0.7430237953204746,6,1.0,amspectator,16180004.0,amspectator,40025.0,14999.0,https://spectator.org/
The Daily Caller,news,right,strongly agree,12519,8917,3602,0.7122773384455627,7,1.0,DailyCaller,39308549.0,DailyCaller,730818.0,7554.0,https://dailycaller.com/subscribe/
The Daily Wire,news,right,strongly agree,11886,8722,3164,0.7338044758539458,8,1.0,realDailyWire,4081106480.0,realDailyWire,525983.0,3272.0,https://www.dailywire.com/subscribe?utm_campaign=SuperTuesday&utm_medium=social&utm_source=twitter&utm_term=supertuesday
CBN,news,right,agree,10399,6890,3509,0.6625637080488509,9,1.0,CBNNews,26028938.0,CBNNews,145182.0,7373.0,http://cbnnews.com/__CONNECTIONPOOL_ERROR__
The Federalist,news,right,absolutely agree,10214,7806,2408,0.7642451537105933,10,1.0,FDRLST,1408003598.0,FDRLST,252404.0,737.0,http://thefederalist.com/__CLIENT_ERROR__
Fox News Latino,news,right,strongly agree,3617,2465,1152,0.6815040088471108,12,1.0,foxnewslatino,161319475.0,foxnewslatino,53171.0,260.0,http://foxnewslatino.com/__CONNECTIONPOOL_ERROR__
One America News Network (OAN),news,right,agree,3414,2092,1322,0.6127709431751611,13,1.0,OANN,1209936918.0,OANN,1493478.0,66.0,https://www.oann.com/
Media Research Center,news,right,somewhat disagree,3083,1404,1679,0.4554005838469023,14,1.0,theMRC,20076659.0,theMRC,196705.0,399.0,https://www.facebook.com/mediaresearchcenter
American Thinker,news,right,agree,2824,1840,984,0.6515580736543909,15,1.0,AmericanThinker,34109146.0,AmericanThinker,41508.0,109.0,https://www.americanthinker.com/
The Weekly Standard,news,right,agree,2165,1346,819,0.6217090069284065,16,1.0,weeklystandard,17546958.0,weeklystandard,301548.0,11785.0,http://weeklystandard.com/__CLIENT_ERROR__
The Western Journal,news,right,strongly agree,2099,1564,535,0.7451167222486899,17,1.0,WestJournalism,46520074.0,WestJournalism,37539.0,369.0,https://www.westernjournal.com/
KSL,news,right,somewhat agree,1800,963,837,0.535,18,1.0,KSLcom,24143255.0,KSLcom,186636.0,424.0,https://www.ksl.com/
CNSNews.com,news,right,somewhat agree,1724,957,767,0.5551044083526682,19,1.0,cnsnews,34927577.0,cnsnews,112833.0,1084.0,http://www.facebook.com/__CONNECTIONPOOL_ERROR__
The Gateway Pundit,news,right,agree,1394,905,489,0.6492109038737446,20,1.0,gatewaypundit,19211550.0,gatewaypundit,373587.0,1460.0,https://www.thegatewaypundit.com/
